Bez.;Sinnfindung;Burnout;Depression;Selbstbwusstsein;Beziehungsberatung;Selbstdisziplin;Motivation;Stressmanagement;Zeitaufwand;Trigger-Rating;Intensität;Zweck;Kategorie;Tageszeit;Push-Meldung zur Übung;Übungsart/Durchführungsweise;Rational;Durchführbarkeit;Wirksamkeit;Verständlichkeit;Hilfestellung;Qualität-Ergebnis;Quelleinverifizierung 1;Besonderheiten;Filter-Ausschluss;Titel-Button;Titel;Quelle Ursprung;Beschreibung;Rational;Quelle Rational;Anweisungen;Material;HIlfestellung;Tabellen etc.;Anwendung;Interkatives Element (Tabellen, Bilder, Audio, Video, Swipe-Bewegung um zB etwas zu löschen aus einer Tabelle, sonstiges Element was gut wäre um die Übung lebhaft + abwechslungsreich + animiert zu machen,..);;Farblegende
1.15;nein;ja;ja;nein;nein;nein;nein;ja;6;Schwach;Anfang;Atemtechnik zur Entspannung, Stressreduktion, Beruhigung, Training der eigenen Atmung;Atemtechnik, Stressreduktion, Entspannung, Training;alle;Nein;Atemtechnik;1;1;0,5;1;1;0,82;nein;;;Brustkorbbeweglichkeit 2;Brustkorbbeweglichkeit 2;mentalport, 2021;Diese Übung hat zum Ziel, die Beweglichkeit Deines Brustkorbes zu trainieren. Gleichzeitig soll diese Übung Deine Atmung trainieren und Dein Bewusstsein für Deine Atmung stärken.;Um die Wirksamkeit einzelner Atemtechniken zu erhöhen, ist es wichtig, die Beweglichkeit unseres Brustkorbes zu trainieren, ebenso wie unser Bewusstsein für unsere Atmung. ;mentalport, 2021;"Schritt 1: Lege Dich flach auf Deinen Rücken. \n
Schritt 2: Beim Einatmen dehnst Du Dich, indem Du Deinen rechten Arm nach oben und Dein rechtes Bein nach unten von Dir weg streckst - mache Dich größer. \n
Schritt 3: Löse die Dehnung beim Ausatmen wieder. \n
Schritt 4: Nun atme ein und strecke dabei Deinen linken Arm nach oben und Dein linkes Bein nach unten. \n
Schritt 5: Löse die Dehnung beim Ausatmen wieder. \n
Schritt 6: Wiederhole diese Übung für ca. 2 Minuten. Nach einer Weile kannst Du die Dehnung auch für mehrere Atemzüge halten.";-;Versuche, bewusst in Deinen Körper hineinzuspüren während Du atmest. Versuche, zu spüren, wie die Luft sich in Deinem Körper verteilt.;N/A;;Audio-Datei als Anleitung;;
1.16;nein;nein;nein;nein;nein;ja;ja;nein;15;Schwach;Anfang;Unangenehme Aufgaben durch Visualisierung angenehmer machen,Übertragen der motivierenden Faktoren aus angenehmen Aufgaben aus der Vergangenheit auf die neue Aufgabe.;Motivation für bevorstehende unangenehme Aufgaben finden, Motivation ;alle;nein;imaginär;1;1;0,5;1;1;0,82;vorhanden;;;Unangenehmes Meistern;Unangenehmes Meistern;47;Diese Übung hilft Dir zur Motivation für kommende Aufgaben bzw. eine Aufgabe, die Dir zunächst eher unangenehm ist. Diese Übung hilft Dir für diese Aufgabe sowie für zukünftige Situationen, in denen Du Dich eher unmotiviert fühlst. \n;Was sieht deutlich besser aus? Das Bild eines benutzten, verdreckten Ferraris in schlechtem Licht, wie dieser unter einem Unterstand im Hinterhof einer Großstadt steht? Oder das Bild des gleichen Ferraris, geputzt und poliert an der Küste im paradiesischen Sardinien? Wir sehen also, für die Motivation und die Begeisterung einer Sache ist nicht die Sache selbst verantwortlich, sondern das Umfeld ist ausschlaggebend, wie wir etwas wahrnehmen. Diesen psychologischen Effekt könne wir nutzen, um eine unangenehme Aufgabe angenehmer erscheinen zu lassen.;mentalport, 2021;"Schritt 1: Denke an eine unangenehme Aufgabe, die demnächst für Dich ansteht und die Du etwas vor Dir herschiebst und für die aktuell etwas Motivation fehlt - jeder von uns hat eine solche Aufgabe. für  die  Du Dich motivieren  möchtest.  \n
Denke nun an eine Aufgabe, für die Du in der Vergangenheit einmal sehr motiviert warst. Untersuche diese Erinnerungen daran. Schreibe die wichtigsten Punkte Deiner jeweiligen Antworten auf. \n
Was für ein Bild kommt Dir in den Kopf, wenn Du an die Aufgabe denkst, die Dich so motivierte? 
In welcher Entfernung sind Gegenstände in diesem Bild abgebildet? Welche Farben gibt es? Wie ist das Umfeld?
Wie groß erscheint dieses Bild und welche Gefühle gehen mit diesem Bild einher? \n
Schritt 2: Denke nun an die bevorstehende unangenehme Aufgabe und beantworte die folgenden Fragen, wobei du die einzelnen Darstellungsparameter mit der motivierenden Aufgabe aus der Vergangenheit vergleichst: \n
Was für ein Bild kommt Dir für die bevorstehende Aufgabe in den Kopf? Wie sieht dies im Vergleich zum motivierenden Bild aus?
Im Vergleich - wie sind Gegenstände auf dem Bild verteilt und wie sehen die Farben aus? 
Wie groß erscheint dieses Bild im Vergleich? \n
Schritt 3: Setze Dir das Ziel, so vorzugehen wie es Spitzensportler:innen tun. Nimm das Bild der bevorstehenden Aufgabe und stelle es Dir im gleichen motivierenden Kontext vor, in der die motivierende Aufgabe aus der Vergangenheit stattgefunden hat. Übertrage also die motivierenden Faktoren und diesen Enthusiasmus auf die neue Aufgabe. \n";Optional - Stift und Papier;Wichtig für diese Übung ist es, eine Referenz aus der Vergangenheit zu finden, die Dich sehr motivierte. Dies kann eine vergangene Aufgabe sein oder auch einfach eine Erinnerung, die Du hast, wenn Du daran denkst, einmal sehr motiviert gewesen zu sein.;N/A;;-;;
1.17;ja;nein;nein;nein;nein;ja;ja;ja;10;Schwach;Anfang;"Visualisierung von Bewegungsabläufe sowie sämtliche Handlungen wie eine Präsentation; trainieren im Kopf";Visualisierung, Bewegungsbläufe durchgehen;alle;nein;imaginär;1;1;0,5;1;1;0,82;vorhanden;;;Mentales Üben;Mentales Üben;47;In dieser Übung geht es darum, Dir Bewegungsabläufe im Kopf bildlich und kinästhetisch vorzustellen, um dies dann in der Praxis anwenden zu können. Diese Übung eignet sich für Bewegungsabläufe sowie sämtliche Handlungen, die Du durchführen willst - etwa eine Präsentation. ;"Eine Stunde ""Mentales Üben im Kopf"" hat denselben Trainingseffekt wie zehn bis 20 Stunden konventionelles Training: Wann immer wir im Kopf eine Übung bewusst Visualisieren, können wir uns den Bewegungsablauf vorstellen, was uns die Chance gibt, perfekte Bewegungsmuster zu verinnerlichen. Körperliche Ermüdung, Ablenkung und schlechtes Wetter spielen hier keine Rolle.

Voraussetzung dafür, dass die Übungen funktionieren ist, dass wir uns den Bewegungsablauf genügend genau vorstellen können. Richard Suinn und andere führende Sportpsychologen gehen  dabei von der Fünf-Prozent-Formel aus: Wenn wir von 100 Aufschlägen im Tennis mindestens fünf technisch gut beherrschen, haben wir genügend reale Bewegungserfahrung, um mentales Training  produktiv zu nutzen: Wer allerdings noch nie Rennen gefahren ist, wird sich schwer tun, eine Rennstrecke so präzise im Kopf zu absolvieren, dass die Vorstellung tatsächlich etwas bringt.";"mentalport, 2021; 47";"Gibt es in Deinem Leben Bereiche, in denen Du  komplexe Abläufe besser beherrschen willst? \n
Hast Du ausreichende Erfahrung, um diesen Ablauf Dir realistisch vorstellen zu können? Kannst Du beides bejahen, steht Deinem multidimensionalen Lernen zum mentalen Training nichts mehr im Wege. Gib Gas! \n
Versuche Dir diese Tätigkeiten in Deinem Kopf bildlich vorzustellen. Gehe auf jedes Detail ein und versuche Dir den genauen Ablauf abzuspeichern. Dies kannst Du so häufig wie Du möchtest anwenden und wirst bestimmt mit jedem Mal besser. \n";Du brauchst eigentlich nur Deine Vorstellungskraft. Vielleicht möchtest Du aber auch einen Stift und Papier zur Sicherheit griffbereit hinlegen;Beginne mit einfacheren Bewegungsabläufen und führe diese vielleicht auch erstmal tatsächlich aus, bevor Du den Ablauf nochmal im Kopf durchgehst. Womöglich beschreibst Du Dir den Ablauf auch nochmal schriftlich bevor Du diesen in Deiner Vorstellung ablaufen lässt. Falls Du noch nicht ausreichende Erfahrung hast, kannst Du auch versuchen, den Ablauf auch so gut es geht zu visualisieren;;;-;;
1.18;ja;nein;nein;nein;nein;ja;ja;nein;10;Schwach;Anfang;Personen, Bereiche, Aufgaben aufzählen die in Deinem Leben eine wichtige Rolle spielen, Prioritäten setzen, Bereiche wegmachen die zu viel Energie verlangen;Prioritäten setzen: Freiraum für neue Aufgaben und Ziele erschaffen, Prioritäten, Ziele, ;alle;1mal in 3/4 Wochen;praktisch;1;1;0,5;1;1;0,82;vorhanden;;;Stresslandkarte;Stresslandkarte;52;In dieser Übung geht es darum, Dinge, mit denen Du Dich beschäftigst, einzuteilen - in Stress und Kraft gebend. Dadurch kannst Du Dir einen besseren Überblick schaffen, welche Bereiche welche Bedeutung für Dich haben. Am Schluss hast Du eine Übersicht darüber, was Dich belastet und wo Du Abbaumaßnahmen beginnen könntest. \n;Eine Übersicht über Aspekte unseres Lebens schafft zunächst Struktur und gibt uns einen Überblick über unser aktuelles befinden. Durch diese Übung, welche auf Prof. Heller zurückgeht, wird es uns möglich diejenigen Bereiche herauszufiltern, in denen wir als nächstes tätig werden müssen. Wir sehen, was uns am meisten belastet und wo wir gegensteuern sollten.;"mentalport, 2021; https://juttaheller.de/resilienz-tipp-loesungs-orientierung/";"Schreibe Deinen Namen in die Mitte eines leeren Blatt Papiers. Notiere nun um Deinen Namen herum alle Personen, Bereiche, Aufgaben, die in Deinem Leben eine wichtige Rolle spielen. \n
Je wichtiger ein Bereich für Dich ist, desto näher sollte dieser an Deinem Namen platziert werden. Anschließend bewertest Du die Bereiche wie folgt:  0 (= stressfrei) bis 5 (= maximaler Stress) + (= gibt Kraft) und – (= kostet Kraft). \n Zum Schluss notierst Du nun für diejenigen Bereichen, die Du als sehr stressig und kraftkostend bewertet hast, je 2 konkrete Punkte wie Du aktiv dafür sorgen kannst, dass auch diese Bereiche zukünftig stressfreier und weniger kraftkostend für Dich werden.";Papier und Stift.;Wenn Du magst, kannst Du auch verschiedene Blätter für verschiedene Bereiche benutzen. Du kannst beispielsweise zunächst mit bekannten Personen beginnen und mit Tätigkeiten aufhören.;;;-;;
1.19;ja;ja;nein;nein;nein;nein;nein;ja;10;Schwach;Anfang;Auf innere Stimme hören können, Erkennen von belastenden Faktoren im Alltag die somit beseitigt werden können, Alltag verschönern;Visualisierung, Ziele, Entspannung;alle;Nein;imaginär;1;1;1;1;1;1;vorhanden;Meditationseinstieg muss vorliegen, wobei hier Schritt 1 diesen auch darstellen soll;;Idealer Tag;Idealer Tag;Happich, G. (2014). Was wirklich zählt! (2nd ed.). Springer. doi:10.1007/978-3-658-06498-3;In der Übung wirst Du angeleitet, Dir einen für Dich idealen Tag auszumalen.;Der ideale Tag gehört zu einem Zweig der imaginativen Verfahren, mit der innere Kraft und Weisheit aufgespürt werden können. Damit wird es Dir möglich, auf Deine innere Stimme zu hören. Durch eine zusätzlich einsetzende Entspannung wird es ermöglicht, Deine kompletten inneren Ressourcen zur Lösung eines bestimmten Problems einzusetzen.;;"Schritt 1: Zur besseren Fokussierung entspanne Dich und bringe Deinen Körper in eine bequeme Position. Konzentriere Dich auf Deinen Atem, denke bei jedem Einatmen “EIN” und beim Ausatmen “AUS”. Versuche zu spüren, wie Dein Atem Deine Nase oder Lippen berührt. Versuche dies ein paar Atemzüge lang durchzuhalten.\n
Schritt 2: Lasse nun vor Deinem geistigen Auge in allen Einzelheiten einen Tag in der Zukunft entstehen. Versuche Dir in allen Einzelheiten auszumalen, wie ein für Dich idealer Tag aussehen könnte. An diesem Tag bist Du glücklich, zufrieden und alles ist so wie Du es Dir wünschst. Betrachte diesen Tag vom Aufstehen bis zum Schlafengehen.\n 
Folgende Fragen können Dir helfen: 
Wie fühle ich mich beim Aufwachen, woran denke ich? 
Welche Dinge möchte ich an meinem idealen Tag erledigen? 
Verbringe ich meinen idealen Tag allein oder mit anderen Menschen? 
Wie möchte ich meinen Tag ausklingen lassen?\n
Welche Elemente Deines idealen Tages kannst Du auch im Alltag umsetzen? Halte fest, was Dir besonders wichtig ist.
Abschließend kannst Du überlegen, wie Dein idealer Tag im Vergleich zu Deinem Alltag aussieht. Welche Elemente existieren bereits, welche noch nicht?";Optional: Stift und Papier;;N/A;;-;;
1.20;nein;ja;ja;nein;nein;nein;nein;ja;2;Schwach;Anfang;Atemtechnik zur Entspannung, Stressreduktion, Beruhigung jeweils unter Belastung;Atemtechnik, Stressreduktion, Entspannung, unter Belastung;alle;Nein;Atemtechnik;1;1;0,5;1;1;0,82;vorhanden;;;Belastung;Atmen unter Belastung;mentalport, 2021;Diese Atemübung soll Dir helfen, Dich zu entspannen. Insbesondere in angespannten und körperlich belastenden Situationen kann sie schnell abhilfe leisten. ;Diese Atemtechnik dient dazu, uns bei einer Belastung zu beruhigen und Entspannung zu initiieren. Damit unterstützen wir unseren Körper, fühlen uns besser und sind länger leistungsfähig. Auch unter stressigen, angespannten oder in ängstlichen Situationen ist diese Übung hilfreich. Für Situationen, in denen Du Deine Belastung nicht selbst beeinflussen kannst, ist diese Übungen weniger geeignet.;mentalport, 2021;"Schritt 1: Versuche, die Belastung oder die Bewegung Deiner Atmung anzupassen - nicht umgekehrt. \n
Schritt 2: Gehe beim Atmen unter Belastung wie folgt vor
A: Ausatmen
A: Anspannen - also Belastung
E: Einatmen
E: Entspannung";-;"Es kann passieren, dass Dir anfangs schwindelig wird. Unser Körper muss sich erst an die neue Atemtechnik gewöhnen, daher ist das normal. Versuche, Dich hinzusetzen und eine Minute normal weiterzuatmen.
Versuche, wirklich die Belastung Deiner Atmung anzupassen. Schnelleres Heben und schnelleres Atmen ist falsch.
Versuche, während der kurzen Entspannungsphase tatsächlich auch eine Entspannung zu verspüren, versuche für einen kurzen Moment die Anspannung und den Stress rauszulassen.
";N/A;;-;;
1.21;nein;ja;ja;nein;nein;nein;nein;ja;12;Schwach;Anfang;Atemtechnik zur Entspannung, Stressreduktion, Beruhigung, Training der eigenen Atmung;Atemtechnik, Stressreduktion, Entspannung, Training;alle;Nein;Atemtechnik;1;1;0,5;1;1;0,82;nein;;;Brustkorbbeweglichkeit 1;Brustkorbbeweglichkeit 1;mentalport, 2021;Diese Übung hat zum Ziel, die Beweglichkeit Deines Brustkorbes zu trainieren. Gleichzeitig soll diese Übung Deine Atmung trainieren und Dein Bewusstsein für Deine Atmung stärken.;Um die Wirksamkeit einzelner Atemtechniken zu erhöhen, ist es wichtig, die Beweglichkeit unseres Brustkorbes zu trainieren, ebenso wie unser Bewusstsein für unsere Atmung. ;mentalport, 2021;"Schritt 1: Setze Dich in einer bequemen, aufrechten Position hin, beide Füße liegen stabil auf dem Boden auf. Gehe nun wie folgt vor: 
Lege beide Hände auf den Bauch, ungefähr so, dass Deine Fingerspitzen sich berühren. 
Versuche, bei der Einatmung zu den Händen hin zu atmen. 
Beim Ausatmen übst Du mit Deinen Händen leichten Druck aus, sodass Du die Ausatmung unterstützt.
Wiederhole dies für ca. 2 Minuten.
\n
Schritt 2: Lasse nun Deine Arme locker seitlich hängen. Gehe dann wie folgt vor:
Beim Einatmen drehst Du Deine Handinnenflächen mit der Innenfläche zu den Knien nach vorne in Richtung Deiner Knie, wobei Du gleichzeitig Deine Schultern nach hinten-unten ziehst. 
Löse diese Pose mit der Ausatmung wieder in eine für Dich angenehme Position
Wiederhole dies für ca. 2 Minuten.
\n
Schritt 3: Lasse nun Deine Arme wieder locker seitlich hängen. Gehe dann wie folgt vor:
Strecke abwechselnd einen Deiner Arme beim Einatmen weit nach oben über Deinen Kopf. 
Kippe Deinen Oberkörper gleichzeitig leicht zur entgegengesetzten Seite.
Mit der Ausatmung gehst Du wieder in die Ausgangsposition zurück.
Wechsle jedesmal die Seite und führe dies für ca. 2 Minuten durch.
\n
Schritt 4: Lege beide Hände auf die Schultern und führe diese Schritte durch:
Führe beim Einatmen die Ellenbogen abwechselnd nach hinten.
Beim Ausatmen führst du die jeweilige Seite wieder nach vorne.
Wechsle die Seiten und übe dies für ca. 2 Minuten.
\n
Schritt 5: Strecke beide Arme in Schulterhöhe nach vorne, die Daumen zeigen nach oben. 
Beim Einatmen beugst Du Deine Arme und ziehst sie zum Brustkorb hin - als ob Du Dir frische Luft heranziehen würdest.
Beim Ausatmen schiebst Du die alte Luft imaginär wieder nach vorne - Strecke Deine Arme wieder in die Ausgangsposition.
\n
Schritt 6: Stütze Deine Arme seitlich in Deiner Taille unterhalb Deiner Rippen ab. 
Beim Einatmen drehst Du Deinen Oberkörper langsam zu einer Seite nach hinten.
Beim Ausatmen gehst Du wieder in die Ausgangsposition.
Wechsle die Seiten und führe dies für ca. 2 Minuten durch.";-;Versuche, bewusst in Deinen Körper hineinzuspüren während Du atmest. Versuche, zu spüren, wie sich die Luft in Deinem Körper verteilt.;N/A;;Bild, Audio-Datei als Anleitung optional (nicht zwingend wichtig, v.a. aber Bild der Pose;;
1.22;ja;nein;nein;nein;nein;ja;ja;nein;6;Schwach;Anfang;Auseinandersetzen mit sich selbst, sich selbst kennen lernen & verstehen, Tätigkeiten suchen & finden die Spaß machen, Werte untersuchen, dadurch Motive für Handlungen im Alltag erkennen, Passung Beruf/Studium hinbekommen, Zukunft auf etwas ausrichten was Spaß macht, Untersuchen wie Dinge die Spaß machen in eigenes Leben integriert werden kann;Selbsterkenntnis, Spaß verankern, Lebensausrichtung, Struktur;alle;Nein;praktisch;1;1;0,5;1;1;0,82;vorhanden;;;Eigen-Beschäftigung;Eigen-Beschäftigung;Happich, G. (2014). Was wirklich zählt! (2nd ed.). Springer. doi:10.1007/978-3-658-06498-3;In der Übung betrachtest Du Deine Motive und Werte aufmerksam und beschäftigst Dich dazu mit einigen Fragen. Die Beantwortung dieser Fragen kann Dir helfen herauszufinden, ob Du aktuell so lebst, wie es Deinen Motiven und Werten entspricht/wie Dir das Leben Spaß macht oder ob welche Anpassungen Du vornehmen könntest.;Durch das Beschäftigen mit uns selbst steigern wir unsere Selbstaufmerksamkeit.;;"Diese Übung möchte Dir helfen zu erkennen, wobei Du beruflich und privat großen Spaß hast. Es ist wichtig, dass Du Dich auf Dinge beziehst, die Du gut kannst, die Dir Spaß machen und leicht fallen.\n 
Beantworte folgende Fragen: 
Was macht Dir großen Spaß? 
Wobei würdest Du die Zeit vergessen? 
Wofür würdest Du sogar bezahlen, um es tun zu können?\n 
Verfasse eine Liste mit Tätigkeiten, die Dir wirklich Spaß machen und Dir beim Bearbeiten der Leitfragen helfen. Schreibe alle auf, die Dir einfallen.\n
Versuche, von den einzelnen Tätigkeiten auf die dahinter liegenden Werte zu schließen - warum macht es Dir jeweils solchen Spaß?\n 
Wie kannst Du diese Erkenntnisse in Deinen Alltag integrieren?";Optional: Stift und Papier;In der Übung geht es weniger um das Finden einer Lösung als vielmehr darum, dass Du Dir die Zeit und den Raum nimmst, Dich mit Dir selbst zu beschäftigen. Wenn Du einer Tätigkeit kein Motiv oder keinen Wert zuordnen kannst oder Du nicht weißt, was sie Dir in Zukunft bringen kann, dann ist das nicht schlimm. Auch wenn sich das vielleicht weniger gut anfühlt, dann versuche, Dich nicht entmutigen zu lassen: Du bist so gerade einen wichtigen ersten Schritt gegangen.;N/A;;-;;
1.23;nein;ja;nein;nein;nein;ja;nein;ja;8;Schwach;Anfang;Durchbrechen von Stresssituationen, Selbsterkenntnis, Erkennen von Burnoutspiralen, Atemtechnik zur Beruhigung, Innere Unruhe auflösen, Burnout-Prävention;Burnout-Prävention, Atemtechnik, Unruhe auflösen, Entspannung;alle;Nein;imaginär;1;1;1;1;1;1;vorhanden;Direkthilfe Stress/BO;;Entspannungsmodus;Entspannungsmodus;König, R. (2020). Schnelle Hilfe bei Burnout. Springer. doi:10.1007/978-3-658-30301-3;Diese Übung zielt darauf ab, innere Unruhe und Anspannung zu reduzieren. Sie kombiniert verschiedene Fragen mit stressreduzierenden Atemtechniken für die Dir ein leichter Einstieg mit schrittweiser Steigerung ermöglicht wird.;Innere Unruhe, Rastlosigkeit und dauernde Anspannung sind große Faktoren um irgendwann in Richtung Burnout zu wandern. Um die eigene Energiebalance aufrecht zu halten, ist es somit wichtig, die innere Unruhe zu senken. Wir sagen oft Dinge wie “Ich bin halt fleißig” oder “Ich will halt viel erreichen und bin ehrgeizig”. Dies sind aber nichts weniger als instrumentalisierte Glaubenssätze, welche das Nichtstun schlecht aussehen lassen. Unser Gehirn produziert dann ein Gedanke nach dem anderen, das Abschalten fällt immer schwerer und häufig sind auch Einschlafprobleme die Folge. Diese Übung wirkt schnell und zuverlässig, um diesen Teufelskreis zu unterbinden;König, R. (2020). Schnelle Hilfe bei Burnout. Springer. doi:10.1007/978-3-658-30301-3;"Stelle Dir vor, Du musst innerhalb Deines Körpers Gas geben, damit Du vorankommst. 
Frage Dich nun: Wie häufig im Leben gibst Du Gas, ohne voranzukommen? 
Wie häufig bist Du im Sprintmodus? 
Wie unruhig bist Du aktuell? 
Bewerte nun Deine empfundene Unruhe auf einer Skala von 0=ruhig bis 10=sehr unruhig.\n 
Übe nun die Anti-Burnout-Atmung: 
Atme durch die Nase ein und strecke Deinen Bauch heraus. Zähle dabei bis 4. Nur Dein Bauch hebt sich.
Atme nun durch den Mund doppelt so lange aus wie Du eingeatmet hast und zähle dabei bis 8.\n Steigerung: Warte nach dem Ausatmen so lange, bis Du automatisch wieder einatmest, aber bekomme keine Luftnot.\n 
Stelle Dir gleichzeitig die Wolke mit der ganzen Belastung und dem Stress vor, die Du aus Deinem Mund ausatmest. Mit jedem „Ich lasse los“ wirst Du ruhiger. Halte keinesfalls nach dem Einatmen inne.\n
Wiederhole diese Atemtechnik für ca. 4 Minuten. Bewerte nun erneut Deine empfundene Unruhe auf einer Skala von 0 bis 10 und frage Dich: Gibst Du Deinem Körper genügend Zeit zum Abkühlen?";Optional: Stift und Papier;"Versuche, Deinen Atem zu spüren - wie die über Deine Luftröhre in den Bauch gelangt und wieder zurück. 
Übe die Bauchatmung, indem Du Dich auf den Boden legst und ein Buch auf Deinem Bauch platzierst. Beim Einatmen sollte sich das Buch heben und beim Ausatmen senken. 
Beachte folgende Punkte bei dieser Übung: 
Hebt sich beim Einatmen nur der Bauch (Oberkörper und Schultern bleiben ruhig)?
Atmest Du nach dem Einatmen durch die Nase direkt langsam durch den Mund aus?
Atmest Du wesentlich länger aus als ein?
Wartest Du nach dem Ausatmen mit dem Einatmen?
Stellst Du Dir beim Ausatmen vor, wie Du Deine Wolke der Belastungen loslässt und sagst hierbei innerlich “Ich lasse los”?
";N/A;;vlt. beim Schritt der Atmung einen Timer für 4 min starten können;;
1.24;nein;ja;nein;ja;ja;ja;ja;nein;10-20;Mittel;Anfang;Selbstliebe entwickeln, Lage verbessern, Leben rekapitulieren, auch kleine Erfolge entdecken um dadurch mehr Selbstliebe und Stolz zu entwickeln, erkennen eigener Erfolge und dadurch Steigerung der inneren Ressourcen, Selbstwirksamkeit stärken, Grundlage für zum Stärken des Selbstbewusstseins im Alltag;Selbstliebe, Ressourcen, Erfolge erkennen, Selbsterkenntnis;alle;Nein;praktisch;1;1;0,5;0,8;1;0,78;stammt von uns;Immer mal wieder anzeigen;;Erfolgsbilanz;Erfolgsbilanz;mentalport, 2021;In dieser Übung geht es um Deine Erfolge: Du führst Dir vor Augen was Du bereits erreicht hast. Nach Abschluss der Übung hast Du Dir so eine eigene Erfolgsbilanz zusammengestellt, die Du im Alltag für Dich nutzen und immer erweitern kannst.;Die Erfolgsbilanz hilft uns zu Erfolg und Glück in allen Lebenslagen. Nach Fiedler sind Liebe zu sich selbst und anderen, Begeisterung sowie Hingabe Voraussetzungen für Zufriedenheit und Glück. Diese Übung hilft uns, durch Zurückbesinnen auf unsere bisherigen Erfolge, die Liebe zu uns selbst zu stärken. Ebenso hilft sie uns, in schwierigen Phasen unsere Lage etwas zu verbessern.;Fiedler, M. (2020). Anleitung zum Erfolg (3rd ed.). Spinger. doi:10.1007/978-3-658-30073-9;"Deine Erfolgsbilanz erstellst Du, indem Du Dir Dein bisheriges Leben vergegenwärtigst. Achte auf kleine Erfolge oder Momente, in denen Du ein Ziel erreicht hast. Dies kann das Absolvieren einer Hausarbeit, das Basteln eines Geschenks oder eine gute Tat sein.\n
Erstelle eine Tabelle: 
Spalte 1: Deine persönlichen Erfolge z. B. Führerscheinprüfung, 2009
Spalte 2: Beschreibung Deines Erfolgs 
Spalte 3: Warum bist Du stolz auf diesen Erfolg?\n
Notiere abschließend, warum dies für Dich wichtig ist und warum Du hierauf stolz bist. Deine Erfolgsbilanz kannst Du ständig ergänzen.

";Optional: Stift und Papier;"Wenn es Dir weniger leicht fällt Erfolge aufzulisten, dann hilft Dir möglicherweise der folgende Gedanke: Ein Erfolg ist, wenn Deine Bemühungen zu einem erwünschten Ergebnis geführt haben. Wann hast Du Dich das letzte Mal angestrengt und so etwas erreicht, das Dich stolz gemacht hat? Die Antwort auf diese Frage ist ein Erfolg, den Du in Deine Erfolgsbilanz aufnehmen kannst. Vielleicht fällt es Dir auch leichter, zunächst Ereignisse zu erinnern, die in der nahen Vergangenheit liegen und Dich dann erst Schritt für Schritt in Deine Kindheit zurück zu arbeiten.
Wenn Du dazu tendierst, Dich beim Aufstellen Deiner Erfolgsbilanz an anderen Menschen in Deinem Umfeld und deren vermeintlichen Erfolgen zu orientieren, dann ist das ganz normal. Versuche Dich darauf zu besinnen, dass es hier nur um Dich und Deine Erfolge geht. Du möchtest eine Erfolgsbilanz für Dich erstellen, Dir soll sie Kraft geben. Damit haben andere Menschen zunächst einmal nichts zu tun.";Nr.;regelmäßige Übung;Tabelle zum ausfüllen, drei Spalten, 1. Zeile vorausgefüllt;;
