,Bez.,Sinnfindung,Burnout,Depression,Selbstbwusstsein,Beziehungsberatung,Selbstdisziplin,Motivation,Stressmanagement,Zeitaufwand,Trigger-Rating,Intensitt,Zweck,Kategorie,Tageszeit,Push-Meldung zur bung,bungsart/Durchfhrungsweise,Rational,Durchfhrbarkeit,Wirksamkeit,Verstndlichkeit,Hilfestellung,Qualitt-Ergebnis,Quelleinverifizierung 1,Besonderheiten,Filter-Ausschluss,Titel-Button,Titel,Quelle Ursprung,Beschreibung,Rational,Quelle Rational,Anweisungen,Material,HIlfestellung,Tabellen etc.,Anwendung,"Interkatives Element (Tabellen, Bilder, Audio, Video, Swipe-Bewegung um zB etwas zu lschen aus einer Tabelle, sonstiges Element was gut wre um die bung lebhaft + abwechslungsreich + animiert zu machen,..)",Farblegende
10,1.15,nein,ja,ja,nein,nein,nein,nein,ja,6,Schwach,Anfang,"Atemtechnik zur Entspannung, Stressreduktion, Beruhigung, Training der eigenen Atmung","Atemtechnik, Stressreduktion, Entspannung, Training",alle,Nein,Atemtechnik,1,1,"0,5",1,1,"0,82",nein,,,Brustkorbbeweglichkeit 2,Brustkorbbeweglichkeit 2,"mentalport, 2021","Diese bung hat zum Ziel, die Beweglichkeit Deines Brustkorbes zu trainieren. Gleichzeitig soll diese bung Deine Atmung trainieren und Dein Bewusstsein fr Deine Atmung strken.","Um die Wirksamkeit einzelner Atemtechniken zu erhhen, ist es wichtig, die Beweglichkeit unseres Brustkorbes zu trainieren, ebenso wie unser Bewusstsein fr unsere Atmung. ","mentalport, 2021","Schritt 1: Lege Dich flach auf Deinen Rcken. \n
Schritt 2: Beim Einatmen dehnst Du Dich, indem Du Deinen rechten Arm nach oben und Dein rechtes Bein nach unten von Dir weg streckst - mache Dich grer. \n
Schritt 3: Lse die Dehnung beim Ausatmen wieder. \n
Schritt 4: Nun atme ein und strecke dabei Deinen linken Arm nach oben und Dein linkes Bein nach unten. \n
Schritt 5: Lse die Dehnung beim Ausatmen wieder. \n
Schritt 6: Wiederhole diese bung fr ca. 2 Minuten. Nach einer Weile kannst Du die Dehnung auch fr mehrere Atemzge halten.",-,"Versuche, bewusst in Deinen Krper hineinzuspren whrend Du atmest. Versuche, zu spren, wie die Luft sich in Deinem Krper verteilt.",N/A,,Audio-Datei als Anleitung,
11,1.16,nein,nein,nein,nein,nein,ja,ja,nein,15,Schwach,Anfang,"Unangenehme Aufgaben durch Visualisierung angenehmer machen,bertragen der motivierenden Faktoren aus angenehmen Aufgaben aus der Vergangenheit auf die neue Aufgabe.","Motivation fr bevorstehende unangenehme Aufgaben finden, Motivation ",alle,nein,imaginr,1,1,"0,5",1,1,"0,82",vorhanden,,,Unangenehmes Meistern,Unangenehmes Meistern,47,"Diese bung hilft Dir zur Motivation fr kommende Aufgaben bzw. eine Aufgabe, die Dir zunchst eher unangenehm ist. Diese bung hilft Dir fr diese Aufgabe sowie fr zuknftige Situationen, in denen Du Dich eher unmotiviert fhlst. \n","Was sieht deutlich besser aus? Das Bild eines benutzten, verdreckten Ferraris in schlechtem Licht, wie dieser unter einem Unterstand im Hinterhof einer Grostadt steht? Oder das Bild des gleichen Ferraris, geputzt und poliert an der Kste im paradiesischen Sardinien? Wir sehen also, fr die Motivation und die Begeisterung einer Sache ist nicht die Sache selbst verantwortlich, sondern das Umfeld ist ausschlaggebend, wie wir etwas wahrnehmen. Diesen psychologischen Effekt knne wir nutzen, um eine unangenehme Aufgabe angenehmer erscheinen zu lassen.","mentalport, 2021","Schritt 1: Denke an eine unangenehme Aufgabe, die demnchst fr Dich ansteht und die Du etwas vor Dir herschiebst und fr die aktuell etwas Motivation fehlt - jeder von uns hat eine solche Aufgabe. fr  die  Du Dich motivieren  mchtest.  \n
Denke nun an eine Aufgabe, fr die Du in der Vergangenheit einmal sehr motiviert warst. Untersuche diese Erinnerungen daran. Schreibe die wichtigsten Punkte Deiner jeweiligen Antworten auf. \n
Was fr ein Bild kommt Dir in den Kopf, wenn Du an die Aufgabe denkst, die Dich so motivierte? 
In welcher Entfernung sind Gegenstnde in diesem Bild abgebildet? Welche Farben gibt es? Wie ist das Umfeld?
Wie gro erscheint dieses Bild und welche Gefhle gehen mit diesem Bild einher? \n
Schritt 2: Denke nun an die bevorstehende unangenehme Aufgabe und beantworte die folgenden Fragen, wobei du die einzelnen Darstellungsparameter mit der motivierenden Aufgabe aus der Vergangenheit vergleichst: \n
Was fr ein Bild kommt Dir fr die bevorstehende Aufgabe in den Kopf? Wie sieht dies im Vergleich zum motivierenden Bild aus?
Im Vergleich - wie sind Gegenstnde auf dem Bild verteilt und wie sehen die Farben aus? 
Wie gro erscheint dieses Bild im Vergleich? \n
Schritt 3: Setze Dir das Ziel, so vorzugehen wie es Spitzensportler:innen tun. Nimm das Bild der bevorstehenden Aufgabe und stelle es Dir im gleichen motivierenden Kontext vor, in der die motivierende Aufgabe aus der Vergangenheit stattgefunden hat. bertrage also die motivierenden Faktoren und diesen Enthusiasmus auf die neue Aufgabe. \n",Optional - Stift und Papier,"Wichtig fr diese bung ist es, eine Referenz aus der Vergangenheit zu finden, die Dich sehr motivierte. Dies kann eine vergangene Aufgabe sein oder auch einfach eine Erinnerung, die Du hast, wenn Du daran denkst, einmal sehr motiviert gewesen zu sein.",N/A,,-,
12,1.17,ja,nein,nein,nein,nein,ja,ja,ja,10,Schwach,Anfang,Visualisierung von Bewegungsablufe sowie smtliche Handlungen wie eine Prsentation; trainieren im Kopf,"Visualisierung, Bewegungsblufe durchgehen",alle,nein,imaginr,1,1,"0,5",1,1,"0,82",vorhanden,,,Mentales ben,Mentales ben,47,"In dieser bung geht es darum, Dir Bewegungsablufe im Kopf bildlich und kinsthetisch vorzustellen, um dies dann in der Praxis anwenden zu knnen. Diese bung eignet sich fr Bewegungsablufe sowie smtliche Handlungen, die Du durchfhren willst - etwa eine Prsentation. ","Eine Stunde ""Mentales ben im Kopf"" hat denselben Trainingseffekt wie zehn bis 20 Stunden konventionelles Training: Wann immer wir im Kopf eine bung bewusst Visualisieren, knnen wir uns den Bewegungsablauf vorstellen, was uns die Chance gibt, perfekte Bewegungsmuster zu verinnerlichen. Krperliche Ermdung, Ablenkung und schlechtes Wetter spielen hier keine Rolle.

Voraussetzung dafr, dass die bungen funktionieren ist, dass wir uns den Bewegungsablauf gengend genau vorstellen knnen. Richard Suinn und andere fhrende Sportpsychologen gehen  dabei von der Fnf-Prozent-Formel aus: Wenn wir von 100 Aufschlgen im Tennis mindestens fnf technisch gut beherrschen, haben wir gengend reale Bewegungserfahrung, um mentales Training  produktiv zu nutzen: Wer allerdings noch nie Rennen gefahren ist, wird sich schwer tun, eine Rennstrecke so przise im Kopf zu absolvieren, dass die Vorstellung tatschlich etwas bringt.","mentalport, 2021; 47","Gibt es in Deinem Leben Bereiche, in denen Du  komplexe Ablufe besser beherrschen willst? \n
Hast Du ausreichende Erfahrung, um diesen Ablauf Dir realistisch vorstellen zu knnen? Kannst Du beides bejahen, steht Deinem multidimensionalen Lernen zum mentalen Training nichts mehr im Wege. Gib Gas! \n
Versuche Dir diese Ttigkeiten in Deinem Kopf bildlich vorzustellen. Gehe auf jedes Detail ein und versuche Dir den genauen Ablauf abzuspeichern. Dies kannst Du so hufig wie Du mchtest anwenden und wirst bestimmt mit jedem Mal besser. \n",Du brauchst eigentlich nur Deine Vorstellungskraft. Vielleicht mchtest Du aber auch einen Stift und Papier zur Sicherheit griffbereit hinlegen,"Beginne mit einfacheren Bewegungsablufen und fhre diese vielleicht auch erstmal tatschlich aus, bevor Du den Ablauf nochmal im Kopf durchgehst. Womglich beschreibst Du Dir den Ablauf auch nochmal schriftlich bevor Du diesen in Deiner Vorstellung ablaufen lsst. Falls Du noch nicht ausreichende Erfahrung hast, kannst Du auch versuchen, den Ablauf auch so gut es geht zu visualisieren",,,-,
13,1.18,ja,nein,nein,nein,nein,ja,ja,nein,10,Schwach,Anfang,"Personen, Bereiche, Aufgaben aufzhlen die in Deinem Leben eine wichtige Rolle spielen, Prioritten setzen, Bereiche wegmachen die zu viel Energie verlangen","Prioritten setzen: Freiraum fr neue Aufgaben und Ziele erschaffen, Prioritten, Ziele, ",alle,1mal in 3/4 Wochen,praktisch,1,1,"0,5",1,1,"0,82",vorhanden,,,Stresslandkarte,Stresslandkarte,52,"In dieser bung geht es darum, Dinge, mit denen Du Dich beschftigst, einzuteilen - in Stress und Kraft gebend. Dadurch kannst Du Dir einen besseren berblick schaffen, welche Bereiche welche Bedeutung fr Dich haben. Am Schluss hast Du eine bersicht darber, was Dich belastet und wo Du Abbaumanahmen beginnen knntest. \n","Eine bersicht ber Aspekte unseres Lebens schafft zunchst Struktur und gibt uns einen berblick ber unser aktuelles befinden. Durch diese bung, welche auf Prof. Heller zurckgeht, wird es uns mglich diejenigen Bereiche herauszufiltern, in denen wir als nchstes ttig werden mssen. Wir sehen, was uns am meisten belastet und wo wir gegensteuern sollten.","mentalport, 2021; https://juttaheller.de/resilienz-tipp-loesungs-orientierung/","Schreibe Deinen Namen in die Mitte eines leeren Blatt Papiers. Notiere nun um Deinen Namen herum alle Personen, Bereiche, Aufgaben, die in Deinem Leben eine wichtige Rolle spielen. \n
Je wichtiger ein Bereich fr Dich ist, desto nher sollte dieser an Deinem Namen platziert werden. Anschlieend bewertest Du die Bereiche wie folgt:  0 (= stressfrei) bis 5 (= maximaler Stress) + (= gibt Kraft) und  (= kostet Kraft). \n Zum Schluss notierst Du nun fr diejenigen Bereichen, die Du als sehr stressig und kraftkostend bewertet hast, je 2 konkrete Punkte wie Du aktiv dafr sorgen kannst, dass auch diese Bereiche zuknftig stressfreier und weniger kraftkostend fr Dich werden.",Papier und Stift.,"Wenn Du magst, kannst Du auch verschiedene Bltter fr verschiedene Bereiche benutzen. Du kannst beispielsweise zunchst mit bekannten Personen beginnen und mit Ttigkeiten aufhren.",,,-,
14,1.19,ja,ja,nein,nein,nein,nein,nein,ja,10,Schwach,Anfang,"Auf innere Stimme hren knnen, Erkennen von belastenden Faktoren im Alltag die somit beseitigt werden knnen, Alltag verschnern","Visualisierung, Ziele, Entspannung",alle,Nein,imaginr,1,1,1,1,1,1,vorhanden,"Meditationseinstieg muss vorliegen, wobei hier Schritt 1 diesen auch darstellen soll",,Idealer Tag,Idealer Tag,"Happich, G. (2014). Was wirklich zhlt! (2nd ed.). Springer. doi:10.1007/978-3-658-06498-3","In der bung wirst Du angeleitet, Dir einen fr Dich idealen Tag auszumalen.","Der ideale Tag gehrt zu einem Zweig der imaginativen Verfahren, mit der innere Kraft und Weisheit aufgesprt werden knnen. Damit wird es Dir mglich, auf Deine innere Stimme zu hren. Durch eine zustzlich einsetzende Entspannung wird es ermglicht, Deine kompletten inneren Ressourcen zur Lsung eines bestimmten Problems einzusetzen.",,"Schritt 1: Zur besseren Fokussierung entspanne Dich und bringe Deinen Krper in eine bequeme Position. Konzentriere Dich auf Deinen Atem, denke bei jedem Einatmen EIN und beim Ausatmen AUS. Versuche zu spren, wie Dein Atem Deine Nase oder Lippen berhrt. Versuche dies ein paar Atemzge lang durchzuhalten.\n
Schritt 2: Lasse nun vor Deinem geistigen Auge in allen Einzelheiten einen Tag in der Zukunft entstehen. Versuche Dir in allen Einzelheiten auszumalen, wie ein fr Dich idealer Tag aussehen knnte. An diesem Tag bist Du glcklich, zufrieden und alles ist so wie Du es Dir wnschst. Betrachte diesen Tag vom Aufstehen bis zum Schlafengehen.\n 
Folgende Fragen knnen Dir helfen: 
Wie fhle ich mich beim Aufwachen, woran denke ich? 
Welche Dinge mchte ich an meinem idealen Tag erledigen? 
Verbringe ich meinen idealen Tag allein oder mit anderen Menschen? 
Wie mchte ich meinen Tag ausklingen lassen?\n
Welche Elemente Deines idealen Tages kannst Du auch im Alltag umsetzen? Halte fest, was Dir besonders wichtig ist.
Abschlieend kannst Du berlegen, wie Dein idealer Tag im Vergleich zu Deinem Alltag aussieht. Welche Elemente existieren bereits, welche noch nicht?",Optional: Stift und Papier,,N/A,,-,
15,1.20,nein,ja,ja,nein,nein,nein,nein,ja,2,Schwach,Anfang,"Atemtechnik zur Entspannung, Stressreduktion, Beruhigung jeweils unter Belastung","Atemtechnik, Stressreduktion, Entspannung, unter Belastung",alle,Nein,Atemtechnik,1,1,"0,5",1,1,"0,82",vorhanden,,,Belastung,Atmen unter Belastung,"mentalport, 2021","Diese Atembung soll Dir helfen, Dich zu entspannen. Insbesondere in angespannten und krperlich belastenden Situationen kann sie schnell abhilfe leisten. ","Diese Atemtechnik dient dazu, uns bei einer Belastung zu beruhigen und Entspannung zu initiieren. Damit untersttzen wir unseren Krper, fhlen uns besser und sind lnger leistungsfhig. Auch unter stressigen, angespannten oder in ngstlichen Situationen ist diese bung hilfreich. Fr Situationen, in denen Du Deine Belastung nicht selbst beeinflussen kannst, ist diese bungen weniger geeignet.","mentalport, 2021","Schritt 1: Versuche, die Belastung oder die Bewegung Deiner Atmung anzupassen - nicht umgekehrt. \n
Schritt 2: Gehe beim Atmen unter Belastung wie folgt vor
A: Ausatmen
A: Anspannen - also Belastung
E: Einatmen
E: Entspannung",-,"Es kann passieren, dass Dir anfangs schwindelig wird. Unser Krper muss sich erst an die neue Atemtechnik gewhnen, daher ist das normal. Versuche, Dich hinzusetzen und eine Minute normal weiterzuatmen.
Versuche, wirklich die Belastung Deiner Atmung anzupassen. Schnelleres Heben und schnelleres Atmen ist falsch.
Versuche, whrend der kurzen Entspannungsphase tatschlich auch eine Entspannung zu verspren, versuche fr einen kurzen Moment die Anspannung und den Stress rauszulassen.
",N/A,,-,
16,1.21,nein,ja,ja,nein,nein,nein,nein,ja,12,Schwach,Anfang,"Atemtechnik zur Entspannung, Stressreduktion, Beruhigung, Training der eigenen Atmung","Atemtechnik, Stressreduktion, Entspannung, Training",alle,Nein,Atemtechnik,1,1,"0,5",1,1,"0,82",nein,,,Brustkorbbeweglichkeit 1,Brustkorbbeweglichkeit 1,"mentalport, 2021","Diese bung hat zum Ziel, die Beweglichkeit Deines Brustkorbes zu trainieren. Gleichzeitig soll diese bung Deine Atmung trainieren und Dein Bewusstsein fr Deine Atmung strken.","Um die Wirksamkeit einzelner Atemtechniken zu erhhen, ist es wichtig, die Beweglichkeit unseres Brustkorbes zu trainieren, ebenso wie unser Bewusstsein fr unsere Atmung. ","mentalport, 2021","Schritt 1: Setze Dich in einer bequemen, aufrechten Position hin, beide Fe liegen stabil auf dem Boden auf. Gehe nun wie folgt vor: 
Lege beide Hnde auf den Bauch, ungefhr so, dass Deine Fingerspitzen sich berhren. 
Versuche, bei der Einatmung zu den Hnden hin zu atmen. 
Beim Ausatmen bst Du mit Deinen Hnden leichten Druck aus, sodass Du die Ausatmung untersttzt.
Wiederhole dies fr ca. 2 Minuten.
\n
Schritt 2: Lasse nun Deine Arme locker seitlich hngen. Gehe dann wie folgt vor:
Beim Einatmen drehst Du Deine Handinnenflchen mit der Innenflche zu den Knien nach vorne in Richtung Deiner Knie, wobei Du gleichzeitig Deine Schultern nach hinten-unten ziehst. 
Lse diese Pose mit der Ausatmung wieder in eine fr Dich angenehme Position
Wiederhole dies fr ca. 2 Minuten.
\n
Schritt 3: Lasse nun Deine Arme wieder locker seitlich hngen. Gehe dann wie folgt vor:
Strecke abwechselnd einen Deiner Arme beim Einatmen weit nach oben ber Deinen Kopf. 
Kippe Deinen Oberkrper gleichzeitig leicht zur entgegengesetzten Seite.
Mit der Ausatmung gehst Du wieder in die Ausgangsposition zurck.
Wechsle jedesmal die Seite und fhre dies fr ca. 2 Minuten durch.
\n
Schritt 4: Lege beide Hnde auf die Schultern und fhre diese Schritte durch:
Fhre beim Einatmen die Ellenbogen abwechselnd nach hinten.
Beim Ausatmen fhrst du die jeweilige Seite wieder nach vorne.
Wechsle die Seiten und be dies fr ca. 2 Minuten.
\n
Schritt 5: Strecke beide Arme in Schulterhhe nach vorne, die Daumen zeigen nach oben. 
Beim Einatmen beugst Du Deine Arme und ziehst sie zum Brustkorb hin - als ob Du Dir frische Luft heranziehen wrdest.
Beim Ausatmen schiebst Du die alte Luft imaginr wieder nach vorne - Strecke Deine Arme wieder in die Ausgangsposition.
\n
Schritt 6: Sttze Deine Arme seitlich in Deiner Taille unterhalb Deiner Rippen ab. 
Beim Einatmen drehst Du Deinen Oberkrper langsam zu einer Seite nach hinten.
Beim Ausatmen gehst Du wieder in die Ausgangsposition.
Wechsle die Seiten und fhre dies fr ca. 2 Minuten durch.",-,"Versuche, bewusst in Deinen Krper hineinzuspren whrend Du atmest. Versuche, zu spren, wie sich die Luft in Deinem Krper verteilt.",N/A,,"Bild, Audio-Datei als Anleitung optional (nicht zwingend wichtig, v.a. aber Bild der Pose",
17,1.22,ja,nein,nein,nein,nein,ja,ja,nein,6,Schwach,Anfang,"Auseinandersetzen mit sich selbst, sich selbst kennen lernen & verstehen, Ttigkeiten suchen & finden die Spa machen, Werte untersuchen, dadurch Motive fr Handlungen im Alltag erkennen, Passung Beruf/Studium hinbekommen, Zukunft auf etwas ausrichten was Spa macht, Untersuchen wie Dinge die Spa machen in eigenes Leben integriert werden kann","Selbsterkenntnis, Spa verankern, Lebensausrichtung, Struktur",alle,Nein,praktisch,1,1,"0,5",1,1,"0,82",vorhanden,,,Eigen-Beschftigung,Eigen-Beschftigung,"Happich, G. (2014). Was wirklich zhlt! (2nd ed.). Springer. doi:10.1007/978-3-658-06498-3","In der bung betrachtest Du Deine Motive und Werte aufmerksam und beschftigst Dich dazu mit einigen Fragen. Die Beantwortung dieser Fragen kann Dir helfen herauszufinden, ob Du aktuell so lebst, wie es Deinen Motiven und Werten entspricht/wie Dir das Leben Spa macht oder ob welche Anpassungen Du vornehmen knntest.",Durch das Beschftigen mit uns selbst steigern wir unsere Selbstaufmerksamkeit.,,"Diese bung mchte Dir helfen zu erkennen, wobei Du beruflich und privat groen Spa hast. Es ist wichtig, dass Du Dich auf Dinge beziehst, die Du gut kannst, die Dir Spa machen und leicht fallen.\n 
Beantworte folgende Fragen: 
Was macht Dir groen Spa? 
Wobei wrdest Du die Zeit vergessen? 
Wofr wrdest Du sogar bezahlen, um es tun zu knnen?\n 
Verfasse eine Liste mit Ttigkeiten, die Dir wirklich Spa machen und Dir beim Bearbeiten der Leitfragen helfen. Schreibe alle auf, die Dir einfallen.\n
Versuche, von den einzelnen Ttigkeiten auf die dahinter liegenden Werte zu schlieen - warum macht es Dir jeweils solchen Spa?\n 
Wie kannst Du diese Erkenntnisse in Deinen Alltag integrieren?",Optional: Stift und Papier,"In der bung geht es weniger um das Finden einer Lsung als vielmehr darum, dass Du Dir die Zeit und den Raum nimmst, Dich mit Dir selbst zu beschftigen. Wenn Du einer Ttigkeit kein Motiv oder keinen Wert zuordnen kannst oder Du nicht weit, was sie Dir in Zukunft bringen kann, dann ist das nicht schlimm. Auch wenn sich das vielleicht weniger gut anfhlt, dann versuche, Dich nicht entmutigen zu lassen: Du bist so gerade einen wichtigen ersten Schritt gegangen.",N/A,,-,
18,1.23,nein,ja,nein,nein,nein,ja,nein,ja,8,Schwach,Anfang,"Durchbrechen von Stresssituationen, Selbsterkenntnis, Erkennen von Burnoutspiralen, Atemtechnik zur Beruhigung, Innere Unruhe auflsen, Burnout-Prvention","Burnout-Prvention, Atemtechnik, Unruhe auflsen, Entspannung",alle,Nein,imaginr,1,1,1,1,1,1,vorhanden,Direkthilfe Stress/BO,,Entspannungsmodus,Entspannungsmodus,"Knig, R. (2020). Schnelle Hilfe bei Burnout. Springer. doi:10.1007/978-3-658-30301-3","Diese bung zielt darauf ab, innere Unruhe und Anspannung zu reduzieren. Sie kombiniert verschiedene Fragen mit stressreduzierenden Atemtechniken fr die Dir ein leichter Einstieg mit schrittweiser Steigerung ermglicht wird.","Innere Unruhe, Rastlosigkeit und dauernde Anspannung sind groe Faktoren um irgendwann in Richtung Burnout zu wandern. Um die eigene Energiebalance aufrecht zu halten, ist es somit wichtig, die innere Unruhe zu senken. Wir sagen oft Dinge wie Ich bin halt fleiig oder Ich will halt viel erreichen und bin ehrgeizig. Dies sind aber nichts weniger als instrumentalisierte Glaubensstze, welche das Nichtstun schlecht aussehen lassen. Unser Gehirn produziert dann ein Gedanke nach dem anderen, das Abschalten fllt immer schwerer und hufig sind auch Einschlafprobleme die Folge. Diese bung wirkt schnell und zuverlssig, um diesen Teufelskreis zu unterbinden","Knig, R. (2020). Schnelle Hilfe bei Burnout. Springer. doi:10.1007/978-3-658-30301-3","Stelle Dir vor, Du musst innerhalb Deines Krpers Gas geben, damit Du vorankommst. 
Frage Dich nun: Wie hufig im Leben gibst Du Gas, ohne voranzukommen? 
Wie hufig bist Du im Sprintmodus? 
Wie unruhig bist Du aktuell? 
Bewerte nun Deine empfundene Unruhe auf einer Skala von 0=ruhig bis 10=sehr unruhig.\n 
be nun die Anti-Burnout-Atmung: 
Atme durch die Nase ein und strecke Deinen Bauch heraus. Zhle dabei bis 4. Nur Dein Bauch hebt sich.
Atme nun durch den Mund doppelt so lange aus wie Du eingeatmet hast und zhle dabei bis 8.\n Steigerung: Warte nach dem Ausatmen so lange, bis Du automatisch wieder einatmest, aber bekomme keine Luftnot.\n 
Stelle Dir gleichzeitig die Wolke mit der ganzen Belastung und dem Stress vor, die Du aus Deinem Mund ausatmest. Mit jedem Ich lasse los wirst Du ruhiger. Halte keinesfalls nach dem Einatmen inne.\n
Wiederhole diese Atemtechnik fr ca. 4 Minuten. Bewerte nun erneut Deine empfundene Unruhe auf einer Skala von 0 bis 10 und frage Dich: Gibst Du Deinem Krper gengend Zeit zum Abkhlen?",Optional: Stift und Papier,"Versuche, Deinen Atem zu spren - wie die ber Deine Luftrhre in den Bauch gelangt und wieder zurck. 
be die Bauchatmung, indem Du Dich auf den Boden legst und ein Buch auf Deinem Bauch platzierst. Beim Einatmen sollte sich das Buch heben und beim Ausatmen senken. 
Beachte folgende Punkte bei dieser bung: 
Hebt sich beim Einatmen nur der Bauch (Oberkrper und Schultern bleiben ruhig)?
Atmest Du nach dem Einatmen durch die Nase direkt langsam durch den Mund aus?
Atmest Du wesentlich lnger aus als ein?
Wartest Du nach dem Ausatmen mit dem Einatmen?
Stellst Du Dir beim Ausatmen vor, wie Du Deine Wolke der Belastungen loslsst und sagst hierbei innerlich Ich lasse los?
",N/A,,vlt. beim Schritt der Atmung einen Timer fr 4 min starten knnen,
19,1.24,nein,ja,nein,ja,ja,ja,ja,nein,10-20,Mittel,Anfang,"Selbstliebe entwickeln, Lage verbessern, Leben rekapitulieren, auch kleine Erfolge entdecken um dadurch mehr Selbstliebe und Stolz zu entwickeln, erkennen eigener Erfolge und dadurch Steigerung der inneren Ressourcen, Selbstwirksamkeit strken, Grundlage fr zum Strken des Selbstbewusstseins im Alltag","Selbstliebe, Ressourcen, Erfolge erkennen, Selbsterkenntnis",alle,Nein,praktisch,1,1,"0,5","0,8",1,"0,78",stammt von uns,Immer mal wieder anzeigen,,Erfolgsbilanz,Erfolgsbilanz,"mentalport, 2021","In dieser bung geht es um Deine Erfolge: Du fhrst Dir vor Augen was Du bereits erreicht hast. Nach Abschluss der bung hast Du Dir so eine eigene Erfolgsbilanz zusammengestellt, die Du im Alltag fr Dich nutzen und immer erweitern kannst.","Die Erfolgsbilanz hilft uns zu Erfolg und Glck in allen Lebenslagen. Nach Fiedler sind Liebe zu sich selbst und anderen, Begeisterung sowie Hingabe Voraussetzungen fr Zufriedenheit und Glck. Diese bung hilft uns, durch Zurckbesinnen auf unsere bisherigen Erfolge, die Liebe zu uns selbst zu strken. Ebenso hilft sie uns, in schwierigen Phasen unsere Lage etwas zu verbessern.","Fiedler, M. (2020). Anleitung zum Erfolg (3rd ed.). Spinger. doi:10.1007/978-3-658-30073-9","Deine Erfolgsbilanz erstellst Du, indem Du Dir Dein bisheriges Leben vergegenwrtigst. Achte auf kleine Erfolge oder Momente, in denen Du ein Ziel erreicht hast. Dies kann das Absolvieren einer Hausarbeit, das Basteln eines Geschenks oder eine gute Tat sein.\n
Erstelle eine Tabelle: 
Spalte 1: Deine persnlichen Erfolge z. B. Fhrerscheinprfung, 2009
Spalte 2: Beschreibung Deines Erfolgs 
Spalte 3: Warum bist Du stolz auf diesen Erfolg?\n
Notiere abschlieend, warum dies fr Dich wichtig ist und warum Du hierauf stolz bist. Deine Erfolgsbilanz kannst Du stndig ergnzen.

",Optional: Stift und Papier,"Wenn es Dir weniger leicht fllt Erfolge aufzulisten, dann hilft Dir mglicherweise der folgende Gedanke: Ein Erfolg ist, wenn Deine Bemhungen zu einem erwnschten Ergebnis gefhrt haben. Wann hast Du Dich das letzte Mal angestrengt und so etwas erreicht, das Dich stolz gemacht hat? Die Antwort auf diese Frage ist ein Erfolg, den Du in Deine Erfolgsbilanz aufnehmen kannst. Vielleicht fllt es Dir auch leichter, zunchst Ereignisse zu erinnern, die in der nahen Vergangenheit liegen und Dich dann erst Schritt fr Schritt in Deine Kindheit zurck zu arbeiten.
Wenn Du dazu tendierst, Dich beim Aufstellen Deiner Erfolgsbilanz an anderen Menschen in Deinem Umfeld und deren vermeintlichen Erfolgen zu orientieren, dann ist das ganz normal. Versuche Dich darauf zu besinnen, dass es hier nur um Dich und Deine Erfolge geht. Du mchtest eine Erfolgsbilanz fr Dich erstellen, Dir soll sie Kraft geben. Damit haben andere Menschen zunchst einmal nichts zu tun.",Nr.,regelmige bung,"Tabelle zum ausfllen, drei Spalten, 1. Zeile vorausgefllt",
